Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
viva-crunchy-chips-bacon-strips-80g-17143,Viva Crunchy Chips Bacon Strips 80g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-17143,80.01369407,shopify,20,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
viva-chips-smantana-marar-100g-11368,Viva Chips Smantana Marar 100g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11368,100.0171176,shopify,20,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
viva-chips-sare-100g-11366,Viva Chips Sare 100g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11366,100.0171176,shopify,20,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
viva-chips-pui-picant-100g-18221,Viva Chips Pui Picant 100g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-18221,100.0171176,shopify,20,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
viva-chips-pui-100g-11370,Viva Chips Pui 100g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11370,100.0171176,shopify,20,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
viva-chips-pizza-100g-11385,Viva Chips Pizza 100g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11385,100.0171176,shopify,20,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
viva-chips-cascaval-100g-11381,Viva Chips Cascaval 100g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11381,100.0171176,shopify,20,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
viva-chips-ardei-100g-11367,Viva Chips Ardei 100g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11367,100.0171176,shopify,20,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
tuc-bake-rolls-tomato-olives-80g-18748,Tuc Bake Rolls Tomato Olives 80g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-18748,80.01369407,shopify,15,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
tuc-bake-rolls-sour-cream-onion-80g-18749,Tuc Bake Rolls Sour Cream Onion 80g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-18749,80.01369407,shopify,15,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
tuc-bake-rolls-sea-salt-80g-18785,Tuc Bake Rolls Sea Salt 80g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-18785,80.01369407,shopify,15,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
tuc-bake-rolls-pizza-80g-18870,Tuc Bake Rolls Pizza 80g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-18870,80.01369407,shopify,15,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
tuc-bake-rolls-garlic-80g-18784,Tuc Bake Rolls Garlic 80g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-18784,80.01369407,shopify,15,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
pringles-sour-cream-onion-165g-pmp-2-99-16837,Pringles Sour Cream & Onion 165g Pmp £2.99,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-16837,165.0169042,shopify,6,deny,manual,3,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
pringles-prawn-cocktail-165g-pmp-2-99-16889,Pringles Prawn Cocktail 165g Pmp £2.99,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-16889,165.0169042,shopify,6,deny,manual,3,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
pringles-cheese-onion-165g-pmp-2-99-16836,Pringles Cheese & Onion 165g Pmp £2.99,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-16836,165.0169042,shopify,6,deny,manual,3,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
lay-s-smantana-marar-125g-10840,Lay S Smantana Marar 125g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-10840,125.0100572,shopify,21,deny,manual,2.1,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
lay-s-sare-125g-10839,Lay S Sare 125g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-10839,125.0100572,shopify,21,deny,manual,2.1,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
lay-s-pui-125g-10841,Lay S Pui 125g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-10841,125.0100572,shopify,21,deny,manual,2.1,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
lay-s-paprika-125g-10838,Lay S Paprika 125g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-10838,125.0100572,shopify,21,deny,manual,2.1,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
lay-s-coaste-vita-la-gratar-125g-17982,Lay S Coaste Vita La Gratar 125g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-17982,125.0100572,shopify,21,deny,manual,2.1,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
lay-s-branza-125g-10837,Lay S Branza 125g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-10837,125.0100572,shopify,21,deny,manual,2.1,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
lay-s-barbeque-125g-10836,Lay S Barbeque 125g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-10836,125.0100572,shopify,21,deny,manual,2.1,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
laleli-pufuleti-20g-15995,Laleli Pufuleti 20g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-15995,20.00342352,shopify,12,deny,manual,0.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
gusto-pufuleti-surprize-60g-12084,Gusto Pufuleti Surprize 60g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-12084,60.01027055,shopify,40,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
gusto-pufuleti-smantana-ceapa-80g-11840,Gusto Pufuleti Smantana Ceapa 80g,,Basarabia,,Chips & Salty,"Chips & Salty, price-match",TRUE,Title,Default Title,,,,,,,,MAR-11840,80.01369407,shopify,9,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
gusto-pufuleti-simpli-45g-12083,Gusto Pufuleti Simpli 45g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-12083,44.9963631,shopify,100,deny,manual,0.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
gusto-pufuleti-pizza-80g-14256,Gusto Pufuleti Pizza 80g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-14256,80.01369407,shopify,9,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
gusto-pufuleti-lapte-80g-14835,Gusto Pufuleti Lapte 80g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-14835,80.01369407,shopify,9,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
gusto-pufuleti-cascaval-80g-11841,Gusto Pufuleti Cascaval 80g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11841,80.01369407,shopify,9,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
gusto-pufuleti-cacao-lapte-80g-16814,Gusto Pufuleti Cacao Lapte 80g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-16814,80.01369407,shopify,9,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
gusto-pufuleti-bublegum-80g-16227,Gusto Pufuleti Bublegum 80g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-16227,80.01369407,shopify,9,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-sticks-sare-80g-11147,Croco Sticks Sare 80g,,Basarabia,Uncategorized,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11147,80.01369407,shopify,32,deny,manual,0.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-sticks-long-sare-80g-11155,Croco Sticks Long Sare 80g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11155,80.01369407,shopify,35,deny,manual,0.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-snacks-cartofi-pui-50g-16589,Croco Snacks Cartofi Pui 50g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-16589,49.98587917,shopify,14,deny,manual,0.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-snacks-cartofi-ketchup-50g-16590,Croco Snacks Cartofi Ketchup 50g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-16590,49.98587917,shopify,14,deny,manual,0.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-crackers-susan-mac-400g-11153,Croco Crackers Susan Mac 400g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11153,399.9777519,shopify,12,deny,manual,1.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-crackers-susan-mac-100g-17287,Croco Crackers Susan Mac 100g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-17287,100.0171176,shopify,12,deny,manual,0.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-crackers-sunca-100g-14338,Croco Crackers Sunca 100g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-14338,100.0171176,shopify,12,deny,manual,0.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-crackers-sem-fl-soarelui-150g-13630,Croco Crackers Sem Fl Soarelui 150g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-13630,150.0029968,shopify,12,deny,manual,0.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-crackers-sare-100g-11161,Croco Crackers Sare 100g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11161,100.0171176,shopify,12,deny,manual,0.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-crackers-pizza-400g-11151,Croco Crackers Pizza 400g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11151,399.9777519,shopify,12,deny,manual,1.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-crackers-pizza-100g-11163,Croco Crackers Pizza 100g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11163,100.0171176,shopify,12,deny,manual,0.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-crackers-mix-250g-11154,Croco Crackers Mix 250g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11154,250.0201143,shopify,12,deny,manual,1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-crackers-branza-100g-11162,Croco Crackers Branza 100g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11162,100.0171176,shopify,12,deny,manual,0.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-covrigi-sare-200g-14434,Croco Covrigi Sare 200g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-14434,199.9888759,shopify,12,deny,manual,0.7,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-covrigi-clasici-200g-14435,Croco Covrigi Clasici 200g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-14435,199.9888759,shopify,12,deny,manual,0.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-brezel-sare-80g-11160,Croco Brezel Sare 80g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11160,80.01369407,shopify,14,deny,manual,0.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
chio-maxi-mix-100g-14077,Chio Maxi Mix 100g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-14077,100.0171176,shopify,20,deny,manual,2.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
chio-hula-hoops-sos-barbeque-miere-70g-18587,Chio Hula Hoops Sos Barbeque Miere 70g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-18587,69.98930269,shopify,10,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
chio-hula-hoops-sare-de-mare-aromata-70g-18588,Chio Hula Hoops Sare De Mare Aromata 70g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-18588,69.98930269,shopify,10,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
chio-hula-hoops-cascaval-70g-18589,Chio Hula Hoops Cascaval 70g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-18589,69.98930269,shopify,10,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
chio-fried-chicken-60g-18173,Chio Fried Chicken 60g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-18173,60.01027055,shopify,20,deny,manual,1.4,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
boromir-covrigi-de-buzau-in-susan-mac-si-sare-16219,Boromir Covrigi De Buzau In Susan Mac Si Sare,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-16219,0,shopify,21,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
boromir-covrigi-buzau-tarate-250g-11687,Boromir Covrigi Buzau Tarate 250g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11687,250.0201143,shopify,18,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
boromir-covrigi-buzau-sare-200g-11689,Boromir Covrigi Buzau Sare 200g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11689,199.9888759,shopify,21,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
boromir-covrigi-buzau-clasic-200g-11688,Boromir Covrigi Buzau Clasic 200g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11688,199.9888759,shopify,21,deny,manual,1.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-crackers-susan-150g-13631,Croco Crackers Susan 150g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-13631,150.0029968,shopify,12,deny,manual,0.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-crackers-sare-400g-11152,Croco Crackers Sare 400g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11152,399.9777519,shopify,12,deny,manual,1.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
croco-crackers-branza-400g-11150,Croco Crackers Branza 400g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-11150,399.9777519,shopify,12,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
chio-chips-smantana-ceapa-125g-16339,Chio Chips Smantana Ceapa 125g,,Basarabia,,Chips & Salty,"Chips & Salty, price-match",TRUE,Title,Default Title,,,,,,,,MAR-16339,125.0100572,shopify,10,deny,manual,1.5,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
chio-chips-sare-125g-16336,Chio Chips Sare 125g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-16336,125.0100572,shopify,10,deny,manual,1.5,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
chio-chips-paprika-125g-18179,Chio Chips Paprika 125g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-18179,125.0100572,shopify,10,deny,manual,1.5,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
chio-chips-cascaval-125g-16337,Chio Chips Cascaval 125g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-16337,125.0100572,shopify,10,deny,manual,1.5,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
chio-chips-barbeque-125g-16338,Chio Chips Barbeque 125g,,Basarabia,,Chips & Salty,Chips & Salty,TRUE,Title,Default Title,,,,,,,,MAR-16338,125.0100572,shopify,10,deny,manual,1.5,,TRUE,TRUE,,,,,,,,,FALSE,,,,lb,,,active
topoloveni-zacusca-vinete-300g-12270,Topoloveni Zacusca Vinete 300g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-12270,300.0059935,shopify,12,deny,manual,2.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
topoloveni-zacusca-ghebe-295g-12284,Topoloveni Zacusca Ghebe 295g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-12284,295.0164774,shopify,12,deny,manual,3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
topoloveni-zacusca-ciuperci-300g-12271,Topoloveni Zacusca Ciuperci 300g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-12271,300.0059935,shopify,12,deny,manual,2.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
scandia-pate-rata-120g-13062,Scandia Pate Rata 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-13062,120.0205411,shopify,6,deny,manual,1.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
scandia-pate-rata-200g-11440,Scandia Pate Rata 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-11440,199.9888759,shopify,6,deny,manual,2.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
scandia-pate-pui-200g-14492,Scandia Pate Pui 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14492,199.9888759,shopify,6,deny,manual,2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
scandia-pate-porc-120g-12852,Scandia Pate Porc 120g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-12852,120.0205411,shopify,6,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
scandia-pate-porc-200g-14493,Scandia Pate Porc 200g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14493,199.9888759,shopify,6,deny,manual,2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-zeama-de-varza-murata-750ml-14188,Raureni Zeama De Varza Murata 750ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-14188,0,shopify,6,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-zacusca-vinete-500g-10941,Raureni Zacusca Vinete 500g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10941,499.9948695,shopify,6,deny,manual,3.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-zacusca-vinete-300g-10940,Raureni Zacusca Vinete 300g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10940,300.0059935,shopify,6,deny,manual,2.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-zacusca-taraneasca-500g-10912,Raureni Zacusca Taraneasca 500g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10912,499.9948695,shopify,6,deny,manual,3.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-zacusca-taraneasca-300g-10894,Raureni Zacusca Taraneasca 300g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10894,300.0059935,shopify,6,deny,manual,2.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-zacusca-picanta-700g-10927,Raureni Zacusca Picanta 700g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10927,699.9837454,shopify,6,deny,manual,3.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-zacusca-picanta-500g-18067,Raureni Zacusca Picanta 500g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-18067,499.9948695,shopify,6,deny,manual,3.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-zacusca-fasole-500g-17246,Raureni Zacusca Fasole 500g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-17246,499.9948695,shopify,6,deny,manual,3.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-zacusca-fasole-300g-10935,Raureni Zacusca Fasole 300g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10935,300.0059935,shopify,6,deny,manual,2.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-zacusca-ciuperci-300g-10911,Raureni Zacusca Ciuperci 300g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10911,300.0059935,shopify,6,deny,manual,2.3,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-varza-pt-sarmale-in-saramura-1600g-15524,Raureni Varza Pt Sarmale In Saramura 1600g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-15524,1600.001726,shopify,4,deny,manual,5.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-varza-murata-tocata-saramura-720ml-10910,Raureni Varza Murata Tocata Saramura 720ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10910,0,shopify,6,deny,manual,1.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-tocana-legume-300g-10893,Raureni Tocana Legume 300g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10893,300.0059935,shopify,6,deny,manual,1.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-spanac-in-saramura-720g-10930,Raureni Spanac In Saramura 720g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10930,719.9871689,shopify,6,deny,manual,2.4,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-salata-sfecla-rosie-680ml-10872,Raureni Salata Sfecla Rosie 680ml,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10872,0,shopify,6,deny,manual,1.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-mancare-fasole-310g-10896,Raureni Mancare Fasole 310g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10896,309.9850257,shopify,6,deny,manual,1.5,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-gogosari-taiati-otet-1700g-13568,Raureni Gogosari Taiati Otet 1700g,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-13568,1700.018844,shopify,4,deny,manual,4.6,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-gogosari-taiati-in-otet-2400g-14081,Raureni Gogosari Taiati In Otet 2400g,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-14081,2400.002589,shopify,4,deny,manual,6.1,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-gogosari-otet-720g-10942,Raureni Gogosari Otet 720g,,Basarabia,,Cans & Jars,"Cans & Jars, price-match",TRUE,Title,Default Title,,,,,,,,MAR-10942,719.9871689,shopify,6,deny,manual,2.2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-gogonele-4100g-10906,Raureni Gogonele 4100g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10906,4100.021432,shopify,2,deny,manual,5.8,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-gem-prune-370g-10889,Raureni Gem Prune 370g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10889,369.9952962,shopify,6,deny,manual,2,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
raureni-gem-piersici-370g-10888,Raureni Gem Piersici 370g,,Basarabia,,Cans & Jars,Cans & Jars,TRUE,Title,Default Title,,,,,,,,MAR-10888,369.9952962,shopify,6,deny,manual,1.9,,TRUE,FALSE,,,,,,,,,FALSE,,,,lb,,,active
